1364@s.s@Football@s.s@10858173@s.s@Toolon Taisto Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@783126@s.s@Team 2 Last Goalscorer@s.s@0@s.s@["Jorge Silva","Francesco Acerbi","Rodriguez Jony","Stefan Radu","Felipe Caicedo","Joaquin Correa","Ciro Immobile","Romero Luis Alberto","Luca Falbo","Djavan Anderson","Luiz Felipe","Sergej Milinkovic-Savic","No Goalscorer Away Team","Manuel Lazzari","Andre Anderson","Marco Parolo","Adam Marusic","Quissanga Bastos","Jordan Lukaku","Gabarron Patric Gil","Nicolo Armini"]
1364@s.s@Football@s.s@878846@s.s@Taichung Blue Whale (Wom) Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@724846@s.s@Corners: 2nd Half Total@s.s@0@s.s@["Under 6","Over 6"]
1364@s.s@Football@s.s@724850@s.s@Corners: 1st Half Result@s.s@0@s.s@["W2","X","W1"]
1364@s.s@Football@s.s@769414@s.s@Shots on Target: Result@s.s@0@s.s@["W2","X","W1"]
1364@s.s@Football@s.s@724851@s.s@Corners: 2nd Half Result@s.s@0@s.s@["W2","X","W1"]
1364@s.s@Football@s.s@724853@s.s@Corners: 2nd Half Team 1 Total@s.s@0@s.s@["Under 2.5","Over 2.5"]
1364@s.s@Football@s.s@1059811@s.s@Red Card@s.s@0@s.s@["No","Yes"]
1364@s.s@Football@s.s@10983587@s.s@IF Limhamn Bunkeflo Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@10983588@s.s@Onsala BK Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@10983583@s.s@Hisingsbacka FC Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1434783@s.s@IH Hafnarfjordur Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@10983582@s.s@Angered BK Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@18321368@s.s@Ecuador SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@17659675@s.s@Winner by Penalties: Team 2@s.s@0@s.s@["Yes","No"]
1364@s.s@Football@s.s@14913767@s.s@Argentina SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@7657211@s.s@Golfklubbur Grindavikur Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@17659674@s.s@Winner by Penalties: Team 1@s.s@0@s.s@["Yes","No"]
1364@s.s@Football@s.s@14913769@s.s@Uruguay SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@10994541@s.s@Pagonia Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@10983584@s.s@Vasterviks FF Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@17811315@s.s@Saves: Handicap@s.s@0@s.s@["Burnley -3","Manchester City 3"]
1364@s.s@Football@s.s@10983585@s.s@Malmslatts AIK Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@11038859@s.s@Thisted FC Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@11038729@s.s@Haukar Hafnarfjordur (Wom) Both Halves Total Over @s.s@0@s.s@["No1.5","Yes1.5"]
1364@s.s@Football@s.s@797554@s.s@Manchester United SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@11424883@s.s@UD Almeria Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@10810676@s.s@IK Sirius FK Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@937902@s.s@Rest Of The Match (Current Score: 6-2)@s.s@0@s.s@["W2","W1","X"]
1364@s.s@Football@s.s@938382@s.s@Santa Clara SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@16639958@s.s@Kristiansund BK Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@1074588@s.s@FK Smiavtotrans Smolevichi Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@871227@s.s@The 5th Goal Will be Scored@s.s@0@s.s@["By Penalty Kick","By Free Kick","No Goal","Own Goal","By Other Method","By Header"]
1364@s.s@Football@s.s@871045@s.s@LKS Lodz SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@871044@s.s@Gornik Zabrze SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@16639956@s.s@Mjondalen IF Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@16639955@s.s@Stabaek Fotball Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@797856@s.s@Paderborn 07 SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@16654722@s.s@FC ViOn Zlate Moravce Vrable Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@16639943@s.s@FK Nevezis Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@868087@s.s@FK Istaravshan (Youth) Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@1017809@s.s@Hammarby IF U19 Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@894514@s.s@Extra Time Double Chance@s.s@0@s.s@["1X","12"]
1364@s.s@Football@s.s@1090500@s.s@Gyeongnam FC Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@938313@s.s@Rest Of The Match (Current Score: 7-0)@s.s@0@s.s@["X","W2","W1"]
1364@s.s@Football@s.s@11424884@s.s@Albacete Balompie Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@1075903@s.s@FK Molodechno Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1075888@s.s@1.FC Heidenheim 1846 Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1012916@s.s@Ulsan Hyundai FC Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1075887@s.s@VfL Bochum Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@1078855@s.s@Paderborn 07 Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1078856@s.s@Fortuna Dusseldorf Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@717500@s.s@Rest Of The Match (Current Score: 1-3)@s.s@0@s.s@["X","W1","W2"]
1364@s.s@Football@s.s@895329@s.s@SL Benfica SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@893590@s.s@LASK Linz SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@893569@s.s@SK Sturm Graz SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@893570@s.s@FC Sagadam Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@886189@s.s@Pogon Szczecin SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@893591@s.s@TSV Hartberg SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@893567@s.s@Twente SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@893566@s.s@Heracles Almelo SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1075871@s.s@Jahn Regensburg Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1013839@s.s@Suwon FC Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1013840@s.s@Daejeon Citizen FC Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@893526@s.s@Nebitci FT Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@1075839@s.s@Erzgebirge Aue Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@738391@s.s@Athletic Bilbao SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@738354@s.s@SD Eibar SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@738353@s.s@Verona SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@738352@s.s@Cagliari SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@738324@s.s@Galatasaray SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@738323@s.s@Caykur Rizespor SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@893517@s.s@FC Ashgabat Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@714195@s.s@Rubin Kazan SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@737341@s.s@Panathinaikos SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@737340@s.s@AEK Athens SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@737289@s.s@Tambov SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@737288@s.s@Ufa SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@737287@s.s@Zenit St Petersburg SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@737286@s.s@CSKA Moscow SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@738404@s.s@Trabzonspor SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@738403@s.s@Goztepe SK SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@714259@s.s@Besiktas SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@714258@s.s@Antalyaspor SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@786471@s.s@TSG 1899 Hoffenheim SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1014893@s.s@Gwangju FC Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@797855@s.s@RB Leipzig SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1015058@s.s@Vosxod Baranovichi Both Halves Total Over @s.s@0@s.s@["Yes1.5","No1.5"]
1364@s.s@Football@s.s@1060941@s.s@Rest Of The Match (Current Score: 6-3)@s.s@0@s.s@["W1","X","W2"]
1364@s.s@Football@s.s@967954@s.s@FC Energetik Mary Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@1072182@s.s@Jeonnam Dragons Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@735217@s.s@Alanyaspor SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@970646@s.s@Zvezda VVS Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@735216@s.s@Istanbul Basaksehir SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@970647@s.s@Arena FC  Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1017810@s.s@Tyreso FF U19 Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@735214@s.s@Krylia Sovetov Samara SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@735190@s.s@Konyaspor KIF SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@735189@s.s@Genclerbirligi SK SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@734622@s.s@Orenburg SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@734621@s.s@Lokomotiv Moscow SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@799241@s.s@Spal 2013 SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@799272@s.s@Juventus SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@731937@s.s@FC Energetik-BGU (Reserves) Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@1053441@s.s@FC Habruvka Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1053442@s.s@Cordoba 06 C Both Halves Total Over @s.s@0@s.s@["Yes1.5","No1.5"]
1364@s.s@Football@s.s@731936@s.s@FC Gorodeya (Reserves) Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@979527@s.s@Lebap U18 Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@892936@s.s@Jagiellonia Bialystok SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@796713@s.s@Hertha SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@796165@s.s@FC Kopetdag Ashgabat Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@796164@s.s@FC Altyn Asyr Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@795950@s.s@Lokomotiv Pamir Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@795725@s.s@Lecce SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@795949@s.s@CSKA Pamir Dushanbe Both Halves Total Over @s.s@0@s.s@["No1.5","Yes1.5"]
1364@s.s@Football@s.s@796515@s.s@Udinese SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@795489@s.s@FC Sagadam (Reserves) Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@795488@s.s@Ahal FK (Reserves) Both Halves Total Over @s.s@0@s.s@["No1.5","Yes1.5"]
1364@s.s@Football@s.s@894060@s.s@Moreirense SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@885895@s.s@Feyenoord Rotterdam SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@885885@s.s@RKC Waalwijk SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@885883@s.s@FC Emmen SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@884695@s.s@Fortuna Sittard SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@884694@s.s@AZ Alkmaar SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@885300@s.s@Sporting CP SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@924208@s.s@23rd Goal To Score@s.s@0@s.s@["No Goal","Team 2","Team 1"]
1364@s.s@Football@s.s@1072127@s.s@Busan TC FC Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@883814@s.s@Piast Gliwice SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@796516@s.s@Toulouse SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@789925@s.s@Milan SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@789924@s.s@SSC Napoli SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@789030@s.s@Stade Rennais SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@789009@s.s@Amiens SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@789008@s.s@Nimes Olympique SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@788938@s.s@Stade Brestois SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@788887@s.s@Olympique de Marseille SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@788886@s.s@Olympique Lyonnais SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@788871@s.s@Dijon SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@788870@s.s@Angers SCO SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@986198@s.s@Alta U19 Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1075872@s.s@Holstein Kiel Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@883813@s.s@Wisla Krakow SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@882113@s.s@KKS Lech Poznan SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@882112@s.s@Legia Warsaw SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@932905@s.s@Kaohsiung Sunny Bank (Wom) Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@787777@s.s@FC BATE Borisov Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1072128@s.s@Mokpo City FC Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@796517@s.s@Nantes SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@714309@s.s@Kasimpasa SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@885896@s.s@Groningen SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@796537@s.s@AS Roma SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@986199@s.s@IF Brommapojkarna U19 Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@796538@s.s@Brescia SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@787523@s.s@FC Bayern Munich SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@786942@s.s@FC Vitebsk Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@787519@s.s@Leicester City SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@787522@s.s@Bayer 04 Leverkusen SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@787421@s.s@Yellow Cards: 3rd Yellow Card@s.s@0@s.s@["No","Team 2","Team 1"]
1364@s.s@Football@s.s@787364@s.s@Lazio SRL Both Halves Total Over @s.s@0@s.s@["Yes1.5","No1.5"]
1364@s.s@Football@s.s@880519@s.s@FC Khujand (Youth) Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@787079@s.s@OGC Nice SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@787078@s.s@Lille OSC SRL Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@787288@s.s@Denizlispor SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@786941@s.s@FC Dinamo Brest Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@1026157@s.s@Chungnam Asan FC Both Halves Total Over @s.s@0@s.s@["Yes0.5","No0.5"]
1364@s.s@Football@s.s@786450@s.s@VFL Wolfsburg SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
1364@s.s@Football@s.s@786448@s.s@FC Augsburg SRL Both Halves Total Over @s.s@0@s.s@["No0.5","Yes0.5"]
