403;Football;657265;Wolverhampton Wanderers (SR);0
403;Football;589243;Askims IK;0
403;Football;456452;Mafco;0
403;Football;480256;Loevestads IF;0
403;Football;480255;Soedra Roerums Bygdefoerening;0
403;Football;514379;Shakhtyor Soligorsk;0
403;Football;479379;Shan United FC U21;0
403;Football;479380;Southern Myanmar United U21;0
403;Football;479381;Magway FC U21;0
403;Football;479402;Yadanarbon FC U21;0
403;Football;546295;IFK Haninge U19;0
403;Football;546296;Fittja IF;0
403;Football;468034;Osterlen FF;0
403;Football;589653;Umeaa Sodra FF;0
403;Football;468237;Enkoping;0
403;Football;468238;BK Forward;0
403;Football;468239;FC Molodechno;0
403;Football;468240;FC Smorgon;0
403;Football;575774;Rodsle BK;0
403;Football;575773;Vimmerby IF;0
403;Football;575772;Eskilsminne DIF;0
403;Football;506403;Serrano-PB;0
403;Football;506404;Nelstars FC;0
403;Football;506405;Choma Dam FC;0
403;Football;468272;Katrineholms SK FK;0
403;Football;468273;Halleforsnas IF;0
403;Football;656950;SK Argo;0
403;Football;656949;FC Harlanda;0
403;Football;656948;Real Betis Balompie (SR);0
403;Football;656947;Athletic Bilbao (SR);0
403;Football;656946;Real Madrid (SR);0
403;Football;656945;Real Sociedad (SR);0
403;Football;466434;Bumamuru;0
403;Football;466433;Aigle Noir;0
403;Football;491877;Shan United FC;0
403;Football;465298;Elco Ltd St Peters;0
403;Football;491508;Angelholms FF;0
403;Football;491580;Almhults IF;0
403;Football;491581;Lonsboda Goif;0
403;Football;465297;Flow 4G Cayon Rockets;0
403;Football;465296;Mantab United;0
403;Football;465295;He Garden Hotspurs;0
403;Football;579163;Assyriska Turabdin IK;0
403;Football;468785;IFK Osby;0
403;Football;468786;VMA IK;0
403;Football;468880;FC Odintsovo;0
403;Football;468881;FK Gorky-2 Odintsovo;0
403;Football;548683;FC Minsk Reserve;0
403;Football;548682;Slavia Mozyr Reserves;0
403;Football;609991;Byttorps IF;0
403;Football;609992;Sodra Vings IF;0
403;Football;503639;Torpedo Zhavoronki;0
403;Football;488828;Taby FK;0
403;Football;488827;IFK Haninge;0
403;Football;469021;Arameiska-Syrianska Botkyrka IF;0
403;Football;469022;Assyriska United IK;0
403;Football;465251;Old Road Jets;0
403;Football;465250;Sol Island Auto Conaree;0
403;Football;508504;Alvesta Gif;0
403;Football;575663;Malmslatts;0
403;Football;575662;BK Derby;0
403;Football;575661;Tyreso FF;0
403;Football;567709;Sollentuna FK;0
403;Football;567708;IK Frej;0
403;Football;469133;Oka Stupino;0
403;Football;469134;FC Stupino;0
403;Football;469135;IS Halmia;0
403;Football;469136;Eskilsminne IF;0
403;Football;493546;IFK Norrkoping FK;0
403;Football;447885;Sollentuna Utd FF;0
403;Football;447886;Fanna BK;0
403;Football;469852;Vanersborgs IF;0
403;Football;469853;Angered Allians;0
403;Football;656845;CD Leganes (SR);0
403;Football;656844;RCD Mallorca (SR);0
403;Football;598660;Vastra Ingelstad IS;0
403;Football;464416;Newtown United FC;0
403;Football;464415;Fast Cash Saddlers United;0
403;Football;494230;Landskrona BOIS;0
403;Football;590519;VitalO FC;0
403;Football;565758;Utsiktens BK;0
403;Football;656353;Werder Bremen (SR);0
403;Football;656354;Borussia Monchengladbach (SR);0
403;Football;450178;Shabab AL Amari;0
403;Football;450179;Ahli Qalqilya;0
403;Football;450180;Taraji Wadi Al-Nes;0
403;Football;450181;Shabab Alsamu;0
403;Football;453726;Skabersjo;0
403;Football;453770;Hogaborgs BK;0
403;Football;453771;Eslovs BK;0
403;Football;483965;Chin United FC U21;0
403;Football;483964;Ayeyawady United FC U21;0
403;Football;565852;FC Orkelljunga;0
403;Football;565853;Mariedals IK;0
403;Football;454011;IK Oddevold;0
403;Football;454012;Lindome GIF;0
403;Football;454062;IFK Malmo;0
