8@s.s@Soccer@s.s@680@s.s@Zaragoza@s.s@0
8@s.s@Soccer@s.s@6610@s.s@Botafogo RJ@s.s@0
8@s.s@Soccer@s.s@679@s.s@Las Palmas@s.s@0
8@s.s@Soccer@s.s@678@s.s@Ponferradina@s.s@0
8@s.s@Soccer@s.s@13964@s.s@Jaguares de Cordoba@s.s@0
8@s.s@Soccer@s.s@547@s.s@Turquía@s.s@0
8@s.s@Soccer@s.s@548@s.s@Italia@s.s@0
8@s.s@Soccer@s.s@549@s.s@Bélgica@s.s@0
8@s.s@Soccer@s.s@550@s.s@Rusia@s.s@0
8@s.s@Soccer@s.s@2184@s.s@Irlanda del Norte@s.s@0
8@s.s@Soccer@s.s@8731@s.s@Flora Tallinn@s.s@0
8@s.s@Soccer@s.s@13949@s.s@Deportes Quindio@s.s@0
8@s.s@Soccer@s.s@14773@s.s@Deportivo Pasto@s.s@0
8@s.s@Soccer@s.s@13967@s.s@Deportivo Pereira@s.s@0
8@s.s@Soccer@s.s@9216@s.s@Dinamo Minsk@s.s@0
8@s.s@Soccer@s.s@22491@s.s@Elfsborg@s.s@0
8@s.s@Soccer@s.s@8480@s.s@Caudal Deportivo@s.s@0
8@s.s@Soccer@s.s@7200@s.s@Ankaragucu@s.s@0
8@s.s@Soccer@s.s@8846@s.s@Alianza Lima@s.s@0
8@s.s@Soccer@s.s@22490@s.s@Mordoviya Saransk@s.s@0
8@s.s@Soccer@s.s@22483@s.s@JK Tallinna Kalev@s.s@0
8@s.s@Soccer@s.s@22482@s.s@Ilves Tampere@s.s@0
8@s.s@Soccer@s.s@677@s.s@Málaga@s.s@0
8@s.s@Soccer@s.s@676@s.s@Extremadura UD@s.s@0
8@s.s@Soccer@s.s@675@s.s@Girona@s.s@0
8@s.s@Soccer@s.s@64@s.s@Leganes@s.s@0
8@s.s@Soccer@s.s@19582@s.s@FC Dallas@s.s@0
8@s.s@Soccer@s.s@19583@s.s@Columbus Crew@s.s@0
8@s.s@Soccer@s.s@19645@s.s@Erling Braut Haland@s.s@0
8@s.s@Soccer@s.s@19584@s.s@Sporting Kansas City@s.s@0
8@s.s@Soccer@s.s@19585@s.s@Graffin Vlasim@s.s@0
8@s.s@Soccer@s.s@63@s.s@Alaves@s.s@0
8@s.s@Soccer@s.s@19586@s.s@Stechovice@s.s@0
8@s.s@Soccer@s.s@21421@s.s@CD Huarte@s.s@0
8@s.s@Soccer@s.s@21422@s.s@Beti Kozkor@s.s@0
8@s.s@Soccer@s.s@20585@s.s@Philadelphia Union@s.s@0
8@s.s@Soccer@s.s@20586@s.s@FC Cincinnati@s.s@0
8@s.s@Soccer@s.s@20588@s.s@IL Sandviken@s.s@0
8@s.s@Soccer@s.s@20589@s.s@Varegg@s.s@0
8@s.s@Soccer@s.s@20606@s.s@Steven Fletcher@s.s@0
8@s.s@Soccer@s.s@20607@s.s@Cauley Woodrow@s.s@0
8@s.s@Soccer@s.s@20608@s.s@Lyle Taylor@s.s@0
8@s.s@Soccer@s.s@20609@s.s@Lukas Jutkiewicz@s.s@0
8@s.s@Soccer@s.s@20610@s.s@Aleksandar Mitrovic@s.s@0
8@s.s@Soccer@s.s@20611@s.s@Patrick Bamford@s.s@0
8@s.s@Soccer@s.s@20612@s.s@Famara Diedhiou@s.s@0
8@s.s@Soccer@s.s@20613@s.s@Lewis Grabban@s.s@0
8@s.s@Soccer@s.s@20614@s.s@Ollie Watkins@s.s@0
8@s.s@Soccer@s.s@20615@s.s@Martyn Waghorn@s.s@0
8@s.s@Soccer@s.s@20616@s.s@Britt Assombalonga@s.s@0
8@s.s@Soccer@s.s@20617@s.s@Karlan Ahearne-Grant@s.s@0
8@s.s@Soccer@s.s@20618@s.s@Ricardo Ivan Cavaleiro@s.s@0
8@s.s@Soccer@s.s@20619@s.s@Borja Baston@s.s@0
8@s.s@Soccer@s.s@20620@s.s@Jordan Hugill@s.s@0
8@s.s@Soccer@s.s@20621@s.s@George Puscas@s.s@0
8@s.s@Soccer@s.s@20622@s.s@Charlie Austin@s.s@0
8@s.s@Soccer@s.s@20623@s.s@Nahki Wells@s.s@0
8@s.s@Soccer@s.s@20624@s.s@Andre Ayew@s.s@0
8@s.s@Soccer@s.s@20625@s.s@Bryan Mbeumo@s.s@0
8@s.s@Soccer@s.s@20626@s.s@Mohamed Benrahma@s.s@0
8@s.s@Soccer@s.s@20627@s.s@Andreas Weimann@s.s@0
8@s.s@Soccer@s.s@20628@s.s@Wayne Rooney@s.s@0
8@s.s@Soccer@s.s@20629@s.s@Mohamed Eisa@s.s@0
8@s.s@Soccer@s.s@19587@s.s@Pirmasens@s.s@0
8@s.s@Soccer@s.s@20630@s.s@John Marquis@s.s@0
8@s.s@Soccer@s.s@20631@s.s@James Norwood@s.s@0
8@s.s@Soccer@s.s@20632@s.s@Ronan Curtis@s.s@0
8@s.s@Soccer@s.s@20633@s.s@Colby Bishop@s.s@0
8@s.s@Soccer@s.s@20634@s.s@Kayden Jackson@s.s@0
8@s.s@Soccer@s.s@19588@s.s@Saarbrucken@s.s@0
8@s.s@Soccer@s.s@20635@s.s@Paddy Madden@s.s@0
8@s.s@Soccer@s.s@20636@s.s@Ivan Toney@s.s@0
8@s.s@Soccer@s.s@4200@s.s@Chippa United@s.s@0
8@s.s@Soccer@s.s@20637@s.s@Armand Gnanduillet@s.s@0
8@s.s@Soccer@s.s@20638@s.s@Matt Godden@s.s@0
8@s.s@Soccer@s.s@4199@s.s@Lamontville Golden Arrows@s.s@0
8@s.s@Soccer@s.s@4198@s.s@Polokwane City@s.s@0
8@s.s@Soccer@s.s@4197@s.s@SuperSport United@s.s@0
8@s.s@Soccer@s.s@4196@s.s@Highlands Park@s.s@0
8@s.s@Soccer@s.s@4195@s.s@Cape Town City@s.s@0
8@s.s@Soccer@s.s@20639@s.s@Ian Henderson@s.s@0
8@s.s@Soccer@s.s@19589@s.s@SV Heimstetten@s.s@0
8@s.s@Soccer@s.s@19590@s.s@SV Pullach@s.s@0
8@s.s@Soccer@s.s@19665@s.s@Kylian Mbappe@s.s@0
8@s.s@Soccer@s.s@19591@s.s@Union Vocklamarkt@s.s@0
8@s.s@Soccer@s.s@20640@s.s@Freddie Ladapo@s.s@0
8@s.s@Soccer@s.s@19592@s.s@Vorwarts Steyr@s.s@0
8@s.s@Soccer@s.s@4194@s.s@Kaizer Chiefs@s.s@0
8@s.s@Soccer@s.s@19593@s.s@Hamburg II@s.s@0
8@s.s@Soccer@s.s@20641@s.s@Jonson Clarke-Harris@s.s@0
8@s.s@Soccer@s.s@20642@s.s@Chris Maguire@s.s@0
8@s.s@Soccer@s.s@4193@s.s@Black Leopards@s.s@0
8@s.s@Soccer@s.s@20643@s.s@Ched Evans@s.s@0
8@s.s@Soccer@s.s@4192@s.s@Baroka@s.s@0
8@s.s@Soccer@s.s@4191@s.s@Stellenbosch FC@s.s@0
8@s.s@Soccer@s.s@4190@s.s@AmaZulu@s.s@0
8@s.s@Soccer@s.s@20646@s.s@Danny Rose@s.s@0
8@s.s@Soccer@s.s@20647@s.s@Padraig Amond@s.s@0
8@s.s@Soccer@s.s@19594@s.s@FC Phonix Lubeck@s.s@0
8@s.s@Soccer@s.s@20648@s.s@Kevin van Veen@s.s@0
8@s.s@Soccer@s.s@62@s.s@Sociedad@s.s@0
8@s.s@Soccer@s.s@19595@s.s@Stenungsunds IF@s.s@0
8@s.s@Soccer@s.s@20649@s.s@Jerry Yates@s.s@0
8@s.s@Soccer@s.s@19596@s.s@Ljungskile SK@s.s@0
8@s.s@Soccer@s.s@61@s.s@Atletico Madrid@s.s@0
8@s.s@Soccer@s.s@19597@s.s@Astoria Walldorf@s.s@0
8@s.s@Soccer@s.s@19664@s.s@Loren Moron@s.s@0
8@s.s@Soccer@s.s@20650@s.s@Nicky Maynard@s.s@0
8@s.s@Soccer@s.s@19598@s.s@Neckarsulmer Sport-Union@s.s@0
8@s.s@Soccer@s.s@20651@s.s@Ryan Bowman@s.s@0
8@s.s@Soccer@s.s@19646@s.s@Cristiano Ronaldo@s.s@0
8@s.s@Soccer@s.s@19599@s.s@Schaffhausen@s.s@0
8@s.s@Soccer@s.s@4189@s.s@Maritzburg United@s.s@0
8@s.s@Soccer@s.s@4723@s.s@Union Santa Fe@s.s@0
8@s.s@Soccer@s.s@4725@s.s@Argentinos Juniors@s.s@0
8@s.s@Soccer@s.s@4727@s.s@Rosario@s.s@0
8@s.s@Soccer@s.s@4728@s.s@Huracan@s.s@0
8@s.s@Soccer@s.s@4731@s.s@Arsenal Sarandi@s.s@0
8@s.s@Soccer@s.s@4732@s.s@Newells Old Boys@s.s@0
8@s.s@Soccer@s.s@4735@s.s@Central Cordoba@s.s@0
8@s.s@Soccer@s.s@4736@s.s@Colon de Santa@s.s@0
8@s.s@Soccer@s.s@4737@s.s@Godoy Cruz@s.s@0
8@s.s@Soccer@s.s@20652@s.s@Ollie Palmer@s.s@0
8@s.s@Soccer@s.s@20653@s.s@Eoin Doyle@s.s@0
8@s.s@Soccer@s.s@20654@s.s@Adam Rooney@s.s@0
8@s.s@Soccer@s.s@4738@s.s@San Lorenzo@s.s@0
8@s.s@Soccer@s.s@20655@s.s@Chris Porter@s.s@0
8@s.s@Soccer@s.s@20656@s.s@Beryly Lubala@s.s@0
8@s.s@Soccer@s.s@19600@s.s@1. FC Rielasingen-Arlen@s.s@0
8@s.s@Soccer@s.s@4739@s.s@Estudiantes La Plata@s.s@0
8@s.s@Soccer@s.s@19602@s.s@Krka@s.s@0
8@s.s@Soccer@s.s@19603@s.s@MKS Kluczbork@s.s@0
8@s.s@Soccer@s.s@19663@s.s@Roger Marti@s.s@0
8@s.s@Soccer@s.s@19654@s.s@Antoine Griezmann@s.s@0
8@s.s@Soccer@s.s@19604@s.s@Rks Radomsko@s.s@0
8@s.s@Soccer@s.s@4740@s.s@Banfield@s.s@0
8@s.s@Soccer@s.s@4741@s.s@Patronato Parana@s.s@0
8@s.s@Soccer@s.s@19647@s.s@Ciro Immobile@s.s@0
8@s.s@Soccer@s.s@607@s.s@Newcastle@s.s@0
8@s.s@Soccer@s.s@606@s.s@Crystal Palace@s.s@0
8@s.s@Soccer@s.s@605@s.s@Southampton@s.s@0
8@s.s@Soccer@s.s@604@s.s@Leicester@s.s@0
8@s.s@Soccer@s.s@603@s.s@Burnley@s.s@0
8@s.s@Soccer@s.s@602@s.s@West Ham@s.s@0
8@s.s@Soccer@s.s@2478@s.s@Coruxo@s.s@0
8@s.s@Soccer@s.s@601@s.s@Sheffield Utd@s.s@0
8@s.s@Soccer@s.s@600@s.s@Aston Villa@s.s@0
8@s.s@Soccer@s.s@599@s.s@Norwich@s.s@0
8@s.s@Soccer@s.s@598@s.s@Watford@s.s@0
8@s.s@Soccer@s.s@597@s.s@Bournemouth@s.s@0
8@s.s@Soccer@s.s@596@s.s@Brighton@s.s@0
8@s.s@Soccer@s.s@31@s.s@Leganés@s.s@0
8@s.s@Soccer@s.s@21574@s.s@Kamaz Nab Chelny@s.s@0
8@s.s@Soccer@s.s@21575@s.s@FC Yenisey Krasnoyarsk@s.s@0
8@s.s@Soccer@s.s@4742@s.s@Defensa Justicia@s.s@0
8@s.s@Soccer@s.s@21599@s.s@Rodina Moscow@s.s@0
8@s.s@Soccer@s.s@21600@s.s@Fakel Vorenezh@s.s@0
8@s.s@Soccer@s.s@21601@s.s@Ural Sverdlovskaya II@s.s@0
8@s.s@Soccer@s.s@595@s.s@Everton@s.s@0
8@s.s@Soccer@s.s@8507@s.s@Sabadell@s.s@0
8@s.s@Soccer@s.s@593@s.s@Rangers@s.s@0
8@s.s@Soccer@s.s@592@s.s@Salzburg@s.s@0
8@s.s@Soccer@s.s@591@s.s@Benfica@s.s@0
8@s.s@Soccer@s.s@590@s.s@Shakhtar Donetsk@s.s@0
8@s.s@Soccer@s.s@589@s.s@Man Utd@s.s@0
8@s.s@Soccer@s.s@21576@s.s@Wisla Plock @s.s@0
8@s.s@Soccer@s.s@21577@s.s@Legia Warsaw @s.s@0
8@s.s@Soccer@s.s@21602@s.s@FC Khimki@s.s@0
8@s.s@Soccer@s.s@588@s.s@Club Brugge@s.s@0
8@s.s@Soccer@s.s@587@s.s@Celtic@s.s@0
8@s.s@Soccer@s.s@586@s.s@FC Copenhagen@s.s@0
8@s.s@Soccer@s.s@4150@s.s@Botosani@s.s@0
8@s.s@Soccer@s.s@585@s.s@Basel@s.s@0
8@s.s@Soccer@s.s@584@s.s@Apoel Nicosia@s.s@0
8@s.s@Soccer@s.s@4146@s.s@Saint Patricks@s.s@0
8@s.s@Soccer@s.s@561@s.s@Gales@s.s@0
8@s.s@Soccer@s.s@21701@s.s@FC Chertanovo Moscow@s.s@0
8@s.s@Soccer@s.s@21744@s.s@Persebaya Surabaya@s.s@0
8@s.s@Soccer@s.s@21745@s.s@Chojniczanka Chojnice@s.s@0
8@s.s@Soccer@s.s@21746@s.s@Sokol Ostroda@s.s@0
8@s.s@Soccer@s.s@21763@s.s@Lucas Perez@s.s@0
8@s.s@Soccer@s.s@21742@s.s@Internacional RS@s.s@0
8@s.s@Soccer@s.s@583@s.s@Gent@s.s@0
8@s.s@Soccer@s.s@582@s.s@Porto@s.s@0
8@s.s@Soccer@s.s@581@s.s@Malmo@s.s@0
8@s.s@Soccer@s.s@580@s.s@CFR Cluj@s.s@0
8@s.s@Soccer@s.s@579@s.s@LASK Linz@s.s@0
8@s.s@Soccer@s.s@4129@s.s@Pontevedra@s.s@0
8@s.s@Soccer@s.s@4128@s.s@Burundi@s.s@0
8@s.s@Soccer@s.s@4127@s.s@Mauritius@s.s@0
8@s.s@Soccer@s.s@4124@s.s@Atletico Baleares@s.s@0
8@s.s@Soccer@s.s@4123@s.s@Real Madrid II@s.s@0
8@s.s@Soccer@s.s@4122@s.s@Marino De Luanco@s.s@0
8@s.s@Soccer@s.s@4121@s.s@Celta Vigo II@s.s@0
8@s.s@Soccer@s.s@4120@s.s@Melilla@s.s@0
8@s.s@Soccer@s.s@4119@s.s@Getafe II@s.s@0
8@s.s@Soccer@s.s@4118@s.s@Las Rozas@s.s@0
8@s.s@Soccer@s.s@4117@s.s@Real Oviedo II@s.s@0
8@s.s@Soccer@s.s@19605@s.s@Arendal Fotball@s.s@0
8@s.s@Soccer@s.s@4743@s.s@Talleres Cordoba@s.s@0
8@s.s@Soccer@s.s@4744@s.s@Atletico Tucuman@s.s@0
8@s.s@Soccer@s.s@4745@s.s@Boca Juniors@s.s@0
8@s.s@Soccer@s.s@4746@s.s@CA Aldosivi@s.s@0
8@s.s@Soccer@s.s@4747@s.s@Lanus@s.s@0
8@s.s@Soccer@s.s@4748@s.s@Gimnasia La Plata@s.s@0
8@s.s@Soccer@s.s@30@s.s@Alavés@s.s@0
8@s.s@Soccer@s.s@29@s.s@Levante@s.s@0
8@s.s@Soccer@s.s@28@s.s@Celta Vigo@s.s@0
8@s.s@Soccer@s.s@27@s.s@Athletic Bilbao@s.s@0
8@s.s@Soccer@s.s@4749@s.s@Velez Sarsfield@s.s@0
8@s.s@Soccer@s.s@21@s.s@Osasuna@s.s@0
8@s.s@Soccer@s.s@22@s.s@Valladolid@s.s@0
8@s.s@Soccer@s.s@23@s.s@Eibar@s.s@0
8@s.s@Soccer@s.s@24@s.s@Atlético de Madrid@s.s@0
8@s.s@Soccer@s.s@25@s.s@Villarreal@s.s@0
8@s.s@Soccer@s.s@26@s.s@Espanyol@s.s@0
8@s.s@Soccer@s.s@551@s.s@Holanda@s.s@0
8@s.s@Soccer@s.s@552@s.s@Ucrania@s.s@0
8@s.s@Soccer@s.s@4033@s.s@FC Steaua Bucharest@s.s@0
8@s.s@Soccer@s.s@553@s.s@Inglaterra@s.s@0
8@s.s@Soccer@s.s@554@s.s@Croacia@s.s@0
8@s.s@Soccer@s.s@555@s.s@Francia@s.s@0
8@s.s@Soccer@s.s@556@s.s@Alemania@s.s@0
8@s.s@Soccer@s.s@557@s.s@España@s.s@0
8@s.s@Soccer@s.s@558@s.s@Suecia@s.s@0
8@s.s@Soccer@s.s@559@s.s@Dinamarca@s.s@0
8@s.s@Soccer@s.s@560@s.s@Finlandia@s.s@0
8@s.s@Soccer@s.s@562@s.s@Suiza@s.s@0
8@s.s@Soccer@s.s@563@s.s@Polonia@s.s@0
8@s.s@Soccer@s.s@564@s.s@República Checa@s.s@0
8@s.s@Soccer@s.s@565@s.s@Austria@s.s@0
8@s.s@Soccer@s.s@19609@s.s@Pierre-Emerick Aubameyang@s.s@0
8@s.s@Soccer@s.s@566@s.s@Portugal@s.s@0
8@s.s@Soccer@s.s@567@s.s@Liverpool@s.s@0
8@s.s@Soccer@s.s@568@s.s@Chelsea@s.s@0
8@s.s@Soccer@s.s@569@s.s@Man City@s.s@0
8@s.s@Soccer@s.s@570@s.s@Tottenham@s.s@0
8@s.s@Soccer@s.s@571@s.s@Sporting Lisboa@s.s@0
8@s.s@Soccer@s.s@3984@s.s@Atl Paranaense@s.s@0
8@s.s@Soccer@s.s@3983@s.s@Racing Club@s.s@0
8@s.s@Soccer@s.s@578@s.s@AZ Alkmaar@s.s@0
8@s.s@Soccer@s.s@577@s.s@Ludogorets Razgrad@s.s@0
8@s.s@Soccer@s.s@19606@s.s@Harry Kane@s.s@0
8@s.s@Soccer@s.s@19648@s.s@Andrea Belotti@s.s@0
8@s.s@Soccer@s.s@576@s.s@Arsenal@s.s@0
8@s.s@Soccer@s.s@575@s.s@Olympiakos@s.s@0
8@s.s@Soccer@s.s@3796@s.s@Dinamo Bucarest@s.s@0
8@s.s@Soccer@s.s@3797@s.s@Auxerre@s.s@0
8@s.s@Soccer@s.s@19607@s.s@Mohamed Salah@s.s@0
8@s.s@Soccer@s.s@3798@s.s@Sochaux@s.s@0
8@s.s@Soccer@s.s@3799@s.s@Chateauroux@s.s@0
8@s.s@Soccer@s.s@3800@s.s@Niort@s.s@0
8@s.s@Soccer@s.s@3801@s.s@Grenoble@s.s@0
8@s.s@Soccer@s.s@3802@s.s@FC Chambly@s.s@0
8@s.s@Soccer@s.s@3803@s.s@Lorient@s.s@0
8@s.s@Soccer@s.s@3804@s.s@Nancy@s.s@0
8@s.s@Soccer@s.s@3805@s.s@Paris FC@s.s@0
8@s.s@Soccer@s.s@3806@s.s@Rodez@s.s@0
8@s.s@Soccer@s.s@3807@s.s@Caen@s.s@0
8@s.s@Soccer@s.s@3808@s.s@Ajaccio@s.s@0
8@s.s@Soccer@s.s@3809@s.s@Orleans@s.s@0
8@s.s@Soccer@s.s@572@s.s@Istanbul Basaksehir@s.s@0
8@s.s@Soccer@s.s@3958@s.s@Sydney FC@s.s@0
8@s.s@Soccer@s.s@573@s.s@Wolves@s.s@0
8@s.s@Soccer@s.s@574@s.s@Ajax@s.s@0
8@s.s@Soccer@s.s@3871@s.s@Valenciennes@s.s@0
8@s.s@Soccer@s.s@3872@s.s@Le Mans@s.s@0
8@s.s@Soccer@s.s@3873@s.s@Le Havre@s.s@0
8@s.s@Soccer@s.s@3874@s.s@Troyes@s.s@0
8@s.s@Soccer@s.s@19658@s.s@Joao Felix@s.s@0
8@s.s@Soccer@s.s@19608@s.s@Sergio Aguero@s.s@0
8@s.s@Soccer@s.s@3949@s.s@Sporting Lisbon@s.s@0
10@s.s@BasketBall@s.s@1140@s.s@Denver Nuggets@s.s@0
10@s.s@BasketBall@s.s@14464@s.s@Russia@s.s@0
10@s.s@BasketBall@s.s@14452@s.s@Puerto Rico@s.s@0
10@s.s@BasketBall@s.s@14458@s.s@Poland@s.s@0
10@s.s@BasketBall@s.s@14453@s.s@New Zealand@s.s@0
10@s.s@BasketBall@s.s@14466@s.s@Mexico@s.s@0
10@s.s@BasketBall@s.s@1142@s.s@Oklahoma City Thunder@s.s@0
10@s.s@BasketBall@s.s@1143@s.s@Utah Jazz@s.s@0
10@s.s@BasketBall@s.s@1145@s.s@Brooklyn Nets@s.s@0
10@s.s@BasketBall@s.s@1147@s.s@Boston Celtics@s.s@0
10@s.s@BasketBall@s.s@1149@s.s@Portland Trail Blazers@s.s@0
10@s.s@BasketBall@s.s@1150@s.s@Dallas Mavericks@s.s@0
10@s.s@BasketBall@s.s@14456@s.s@Lithuania@s.s@0
10@s.s@BasketBall@s.s@1151@s.s@NY Knicks@s.s@0
10@s.s@BasketBall@s.s@1152@s.s@New Orleans Pelicans@s.s@0
10@s.s@BasketBall@s.s@1153@s.s@Indiana Pacers@s.s@0
10@s.s@BasketBall@s.s@1154@s.s@San Antonio Spurs@s.s@0
10@s.s@BasketBall@s.s@1155@s.s@Atlanta Hawks@s.s@0
10@s.s@BasketBall@s.s@1156@s.s@Orlando Magic@s.s@0
10@s.s@BasketBall@s.s@14451@s.s@Italy@s.s@0
10@s.s@BasketBall@s.s@14445@s.s@Greece@s.s@0
10@s.s@BasketBall@s.s@14463@s.s@Germany@s.s@0
10@s.s@BasketBall@s.s@14454@s.s@Dominican Republic@s.s@0
10@s.s@BasketBall@s.s@1157@s.s@Sacramento Kings@s.s@0
10@s.s@BasketBall@s.s@1158@s.s@Washington Wizards@s.s@0
10@s.s@BasketBall@s.s@14462@s.s@Croatia@s.s@0
10@s.s@BasketBall@s.s@14449@s.s@China@s.s@0
10@s.s@BasketBall@s.s@14444@s.s@Canada@s.s@0
10@s.s@BasketBall@s.s@14465@s.s@Brazil@s.s@0
10@s.s@BasketBall@s.s@14461@s.s@Angola@s.s@0
10@s.s@BasketBall@s.s@1159@s.s@Memphis Grizzlies@s.s@0
10@s.s@BasketBall@s.s@14447@s.s@Turkey@s.s@0
10@s.s@BasketBall@s.s@1160@s.s@Minnesota Timberwolves@s.s@0
10@s.s@BasketBall@s.s@1161@s.s@Charlotte Hornets@s.s@0
10@s.s@BasketBall@s.s@1162@s.s@Miami Heat@s.s@0
10@s.s@BasketBall@s.s@5366@s.s@Valladolid@s.s@0
10@s.s@BasketBall@s.s@1163@s.s@Chicago Bulls@s.s@0
10@s.s@BasketBall@s.s@5365@s.s@Marin Peixegalego@s.s@0
10@s.s@BasketBall@s.s@1164@s.s@Phoenix Suns@s.s@0
10@s.s@BasketBall@s.s@5363@s.s@Rio Ourense Termal@s.s@0
10@s.s@BasketBall@s.s@5362@s.s@Tau Castello@s.s@0
10@s.s@BasketBall@s.s@11069@s.s@Astana@s.s@0
10@s.s@BasketBall@s.s@11067@s.s@BC Parma Perm@s.s@0
10@s.s@BasketBall@s.s@11070@s.s@Stelmet BC Zielona Gora@s.s@0
10@s.s@BasketBall@s.s@11066@s.s@Tsmoki Minsk@s.s@0
10@s.s@BasketBall@s.s@5361@s.s@CB Breogan@s.s@0
10@s.s@BasketBall@s.s@11329@s.s@Union Financiera Baloncesto Oviedo@s.s@0
10@s.s@BasketBall@s.s@11328@s.s@CB Granada@s.s@0
10@s.s@BasketBall@s.s@5228@s.s@Qingdao@s.s@0
10@s.s@BasketBall@s.s@5227@s.s@Guangzhou@s.s@0
10@s.s@BasketBall@s.s@5225@s.s@Zhejiang Chouzhou@s.s@0
10@s.s@BasketBall@s.s@5224@s.s@Shenzhen@s.s@0
10@s.s@BasketBall@s.s@5223@s.s@Beijing Ducks@s.s@0
10@s.s@BasketBall@s.s@5204@s.s@Bayi@s.s@0
10@s.s@BasketBall@s.s@11068@s.s@Unics Kazan@s.s@0
10@s.s@BasketBall@s.s@5203@s.s@Fujian@s.s@0
10@s.s@BasketBall@s.s@5202@s.s@Xinjiang@s.s@0
10@s.s@BasketBall@s.s@5201@s.s@Jilin@s.s@0
10@s.s@BasketBall@s.s@19095@s.s@Cramo@s.s@0
10@s.s@BasketBall@s.s@21136@s.s@Gipuzkoa Basket@s.s@0
10@s.s@BasketBall@s.s@6534@s.s@Avtodor Saratov@s.s@0
10@s.s@BasketBall@s.s@6531@s.s@BC Kalev/Cramo@s.s@0
10@s.s@BasketBall@s.s@14446@s.s@Czech Republic@s.s@0
10@s.s@BasketBall@s.s@11807@s.s@BC Nizhny Novgorod@s.s@0
10@s.s@BasketBall@s.s@14467@s.s@Tunisia@s.s@0
10@s.s@BasketBall@s.s@4772@s.s@Rethymno Cretan Kings@s.s@0
10@s.s@BasketBall@s.s@14459@s.s@Venezuela@s.s@0
10@s.s@BasketBall@s.s@4773@s.s@Iraklis@s.s@0
10@s.s@BasketBall@s.s@4774@s.s@Aris@s.s@0
10@s.s@BasketBall@s.s@4775@s.s@Larissa BC@s.s@0
10@s.s@BasketBall@s.s@9713@s.s@Enisey Krasnoyarsk@s.s@0
10@s.s@BasketBall@s.s@4777@s.s@Ifaistos Limnou BC@s.s@0
10@s.s@BasketBall@s.s@14448@s.s@Uruguay@s.s@0
10@s.s@BasketBall@s.s@14460@s.s@South Korea@s.s@0
10@s.s@BasketBall@s.s@4778@s.s@Prometheus Patras@s.s@0
10@s.s@BasketBall@s.s@4779@s.s@Lavrio BC@s.s@0
10@s.s@BasketBall@s.s@4780@s.s@Kolossos Rodou BC@s.s@0
10@s.s@BasketBall@s.s@4781@s.s@Panionios BC@s.s@0
10@s.s@BasketBall@s.s@4782@s.s@Peristeri@s.s@0
10@s.s@BasketBall@s.s@4783@s.s@PAOK@s.s@0
10@s.s@BasketBall@s.s@4784@s.s@Ionikos Nikaias@s.s@0
10@s.s@BasketBall@s.s@4785@s.s@Real Canoe@s.s@0
10@s.s@BasketBall@s.s@4786@s.s@Lucentum Alicante@s.s@0
10@s.s@BasketBall@s.s@4787@s.s@Actel Forca Lleida@s.s@0
10@s.s@BasketBall@s.s@4788@s.s@Leyma Coruna@s.s@0
10@s.s@BasketBall@s.s@4789@s.s@Levitec Huesca@s.s@0
10@s.s@BasketBall@s.s@4790@s.s@Caceres Patrimonio de la Humanidad@s.s@0
10@s.s@BasketBall@s.s@4791@s.s@Club Melilla Baloncesto@s.s@0
10@s.s@BasketBall@s.s@4792@s.s@Chocolates Trapa Palencia@s.s@0
10@s.s@BasketBall@s.s@9556@s.s@Iberostar Palma@s.s@0
10@s.s@BasketBall@s.s@14457@s.s@Slovenia@s.s@0
10@s.s@BasketBall@s.s@6667@s.s@Guangdong@s.s@0
10@s.s@BasketBall@s.s@6668@s.s@Zhejiang Guangsha@s.s@0
10@s.s@BasketBall@s.s@6669@s.s@Nanjing Tongxi@s.s@0
10@s.s@BasketBall@s.s@6670@s.s@Liaoning@s.s@0
10@s.s@BasketBall@s.s@6671@s.s@Shandong@s.s@0
10@s.s@BasketBall@s.s@14450@s.s@Serbia@s.s@0
10@s.s@BasketBall@s.s@6532@s.s@BC Kalev@s.s@0
10@s.s@BasketBall@s.s@14455@s.s@Senegal@s.s@0
10@s.s@BasketBall@s.s@9712@s.s@Lokomotiv Kuban@s.s@0
10@s.s@BasketBall@s.s@6672@s.s@Jiangsu Dragons@s.s@0
10@s.s@BasketBall@s.s@6673@s.s@Shanghai@s.s@0
10@s.s@BasketBall@s.s@6674@s.s@Sichuan@s.s@0
10@s.s@BasketBall@s.s@1031@s.s@Maccabi Tel-Aviv@s.s@0
10@s.s@BasketBall@s.s@1032@s.s@Milano@s.s@0
10@s.s@BasketBall@s.s@1034@s.s@Panathinaikos@s.s@0
10@s.s@BasketBall@s.s@1036@s.s@BC Khimki Moscú@s.s@0
10@s.s@BasketBall@s.s@1038@s.s@BC Zenit Saint Petersburg@s.s@0
10@s.s@BasketBall@s.s@1040@s.s@Baskonia@s.s@0
10@s.s@BasketBall@s.s@1042@s.s@Fenerbahce@s.s@0
10@s.s@BasketBall@s.s@1044@s.s@FC Bayern Munich@s.s@0
10@s.s@BasketBall@s.s@1046@s.s@CSKA Moscú@s.s@0
10@s.s@BasketBall@s.s@1048@s.s@Real Madrid@s.s@0
10@s.s@BasketBall@s.s@1050@s.s@Zalgiris Kaunas@s.s@0
10@s.s@BasketBall@s.s@1052@s.s@Valencia Basket Club@s.s@0
